text,lemma,pos,tag,dependency,morph,utterance_id,speaker_code
elle,lui,PRON,PRON,nsubj,Gender=Fem|Number=Sing|Person=3,17478623,MOT
était,être,AUX,AUX,cop,Mood=Ind|Number=Sing|Person=3|Tense=Imp|VerbForm=Fin,17478623,MOT
donc,donc,ADV,ADV,advmod,,17478623,MOT
là,là,ADV,ADV,ROOT,,17478623,MOT
!,!,PUNCT,PUNCT,punct,,17478623,MOT
attends,attendre,VERB,VERB,nsubj,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478633,MOT
attends,attendre,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478633,MOT
y,y,PRON,PRON,expl:comp,Person=3,17478633,MOT
a,avoir,VERB,VERB,advcl,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478633,MOT
un,un,DET,DET,det,Definite=Ind|Gender=Masc|Number=Sing|PronType=Art,17478633,MOT
bout,bout,NOUN,NOUN,obj,Gender=Masc|Number=Sing,17478633,MOT
de,de,ADP,ADP,case,,17478633,MOT
ficelle,ficelle,NOUN,NOUN,nmod,Gender=Fem|Number=Sing,17478633,MOT
!,!,PUNCT,PUNCT,punct,,17478633,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17478645,MOT
te,te,PRON,PRON,iobj,Number=Sing|Person=1|Reflex=Yes,17478645,MOT
peignes,peigne,NOUN,NOUN,ROOT,Gender=Fem|Number=Plur,17478645,MOT
?,?,PUNCT,PUNCT,punct,,17478645,MOT
peigne,peigne,NOUN,NOUN,ROOT,Gender=Masc|Number=Sing,17478657,MOT
toi,toi,PRON,PRON,dep,Number=Sing|Person=1,17478657,MOT
!,!,PUNCT,PUNCT,punct,,17478657,MOT
oui,oui,NOUN,NOUN,nsubj,Gender=Masc|Number=Sing,17478673,MOT
c',ce,PRON,PRON,fixed,Number=Sing|Person=3,17478673,MOT
est,être,AUX,AUX,cop,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478673,MOT
ça,ça,DET,DET,det,Gender=Masc|Number=Sing|PronType=Dem,17478673,MOT
peignes,peindre,VERB,VERB,ROOT,Gender=Fem|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass,17478673,MOT
toi,toi,PRON,PRON,amod,Number=Sing|Person=1,17478673,MOT
.,.,PUNCT,PUNCT,punct,,17478673,MOT
comme,comme,ADP,ADP,case,,17478688,MOT
ça,cela,PRON,PRON,ROOT,Gender=Masc|Number=Sing|Person=3|PronType=Dem,17478688,MOT
!,!,PUNCT,PUNCT,punct,,17478688,MOT
ça,cela,PRON,PRON,nsubj,Number=Sing|Person=3,17478704,MOT
y,y,PRON,PRON,fixed,Person=3,17478704,MOT
est,être,AUX,AUX,cop,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478704,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=3,17478704,MOT
es,être,AUX,AUX,cop,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin,17478704,MOT
toute,tout,DET,DET,det,Definite=Ind|Gender=Fem|Number=Sing|PronType=Art,17478704,MOT
belle,bel,ADJ,ADJ,ROOT,Gender=Fem|Number=Sing,17478704,MOT
?,?,PUNCT,PUNCT,punct,,17478704,MOT
tu,tu,PRON,PRON,nsubj:pass,Number=Sing|Person=1,17478715,MOT
t',te,PRON,PRON,iobj,Number=Sing|Person=3,17478715,MOT
es,être,AUX,AUX,aux:tense,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17478715,MOT
bien,bien,ADV,ADV,advmod,,17478715,MOT
peignée,peigner,VERB,VERB,ROOT,Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part,17478715,MOT
?,?,PUNCT,PUNCT,punct,,17478715,MOT
oui,oui,NOUN,NOUN,ROOT,Gender=Masc|Number=Sing,17478726,MOT
!,!,PUNCT,PUNCT,punct,,17478726,MOT
oui,oui,NOUN,NOUN,nsubj,Gender=Masc|Number=Sing,17478736,MOT
oui,oui,NOUN,NOUN,ROOT,Gender=Masc|Number=Sing,17478736,MOT
!,!,PUNCT,PUNCT,punct,,17478736,MOT
allez,aller,VERB,VERB,ROOT,Mood=Imp|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin,17478748,MOT
xxx,xxx,VERB,VERB,xcomp,VerbForm=Inf,17478748,MOT
.,.,PUNCT,PUNCT,punct,,17478748,MOT
tiens,tenir,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478757,MOT
xxx,xxx,ADJ,ADJ,amod,Number=Sing,17478757,MOT
des,un,DET,DET,case,Definite=Ind|Number=Plur|PronType=Art,17478757,MOT
pyramides,pyramide,NOUN,NOUN,nmod,Gender=Fem|Number=Plur,17478757,MOT
.,.,PUNCT,PUNCT,punct,,17478757,MOT
des,de,ADP,ADP,case,Definite=Def|Number=Plur|PronType=Art,17478770,MOT
montagnes,montagne,NOUN,NOUN,ROOT,Gender=Fem|Number=Plur,17478770,MOT
?,?,PUNCT,PUNCT,ROOT,,17478770,MOT
se,se,PRON,PRON,expl:comp,Person=3|Reflex=Yes,17478781,MOT
sont,être,AUX,AUX,cop,Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin,17478781,MOT
les,le,DET,DET,det,Definite=Def|Number=Plur|PronType=Art,17478781,MOT
cubes,cube,NOUN,NOUN,ROOT,Gender=Masc|Number=Plur,17478781,MOT
de,de,ADP,ADP,case,,17478781,MOT
Chl,Chl,PROPN,PROPN,nmod,,17478781,MOT
ça,cela,PRON,PRON,flat:name,Gender=Masc|Number=Sing|Person=3|PronType=Dem,17478781,MOT
!,!,PUNCT,PUNCT,punct,,17478781,MOT
hop,hop,X,X,ROOT,,17478792,MOT
.,.,PUNCT,PUNCT,punct,,17478792,MOT
yyy,yyy,AUX,AUX,expl:pass,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478802,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478802,CHI
.,.,PUNCT,PUNCT,punct,,17478802,CHI
boum,boum,NOUN,NOUN,ROOT,Gender=Fem|Number=Plur,17478811,MOT
!,!,PUNCT,PUNCT,punct,,17478811,MOT
oui,oui,NOUN,NOUN,nsubj,Gender=Masc|Number=Sing,17478819,MOT
c',ce,PRON,PRON,fixed,Number=Sing|Person=3,17478819,MOT
est,être,AUX,AUX,dep,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478819,MOT
bien,bien,ADV,ADV,advmod,,17478819,MOT
.,.,PUNCT,PUNCT,ROOT,,17478819,MOT
hop,hop,ADV,ADV,ROOT,,17478826,MOT
à,à,ADP,ADP,case,,17478826,MOT
toi,toi,PRON,PRON,obl:arg,Number=Sing|Person=1|PronType=Prs,17478826,MOT
.,.,PUNCT,PUNCT,ROOT,,17478826,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17478834,MOT
mets,mettre,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17478834,MOT
là,là,ADV,ADV,advmod,,17478834,MOT
-,-,ADV,ADV,advmod,,17478834,MOT
haut,haut,ADJ,ADJ,obl:arg,Gender=Masc|Number=Sing,17478834,MOT
?,?,PUNCT,PUNCT,punct,,17478834,MOT
vasy,vasy,VERB,VERB,advcl,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,17478843,MOT
mets,mettre,VERB,VERB,ROOT,Mood=Imp|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin,17478843,MOT
dessus,dessus,ADV,ADV,advmod,,17478843,MOT
.,.,PUNCT,PUNCT,punct,,17478843,MOT
voila,voiler,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478854,MOT
comme,comme,SCONJ,SCONJ,case,,17478854,MOT
ça,cela,PRON,PRON,det,Gender=Masc|Number=Sing|Person=3|PronType=Dem,17478854,MOT
bravo,bravo,PROPN,PROPN,obl:mod,Gender=Masc|Number=Sing,17478854,MOT
.,.,PUNCT,PUNCT,punct,,17478854,MOT
toi,toi,PRON,PRON,nsubj,Number=Sing|Person=1,17478866,MOT
tu,tu,PRON,PRON,obj,Number=Sing|Person=1,17478866,MOT
mets,mettre,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17478866,MOT
?,?,PUNCT,PUNCT,punct,,17478866,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478879,CHI
.,.,PUNCT,PUNCT,punct,,17478879,CHI
voila,voiler,PROPN,PROPN,ROOT,,17478890,MOT
!,!,PUNCT,PUNCT,punct,,17478890,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478897,CHI
.,.,PUNCT,PUNCT,punct,,17478897,CHI
ah,ah,CCONJ,CCONJ,ROOT,,17478909,MOT
!,!,PUNCT,PUNCT,punct,,17478909,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17478920,MOT
.,.,PUNCT,PUNCT,punct,,17478920,MOT
tiens,tenir,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478930,CHI
!,!,PUNCT,PUNCT,punct,,17478930,CHI
tiens,tenir,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478940,MOT
!,!,PUNCT,PUNCT,punct,,17478940,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478952,CHI
.,.,PUNCT,PUNCT,punct,,17478952,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478965,CHI
.,.,PUNCT,PUNCT,punct,,17478965,CHI
bravo,bravo,PROPN,PROPN,ROOT,Gender=Masc|Number=Sing,17478976,MOT
!,!,PUNCT,PUNCT,ROOT,,17478976,MOT
tiens,tenir,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17478991,MOT
ma,mon,DET,DET,det,Gender=Fem|Number=Sing|Poss=Yes,17478991,MOT
loute,loute,NOUN,NOUN,obj,Gender=Fem|Number=Sing,17478991,MOT
.,.,PUNCT,PUNCT,punct,,17478991,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17479001,MOT
ranges,ranger,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17479001,MOT
?,?,PUNCT,PUNCT,punct,,17479001,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17479011,MOT
.,.,PUNCT,PUNCT,punct,,17479011,MOT
ouh,ouh,ADP,ADP,nsubj,Definite=Def|Gender=Masc|Number=Sing|PronType=Art,17479019,MOT
là,là,ADV,ADV,advmod,,17479019,MOT
là,là,ADV,ADV,fixed,,17479019,MOT
tu,tu,PRON,PRON,det,Number=Sing|Person=1,17479019,MOT
casses,casse,NOUN,NOUN,ROOT,Gender=Fem|Number=Plur,17479019,MOT
tout,tout,DET,DET,det,Definite=Ind|Gender=Masc|Number=Sing|PronType=Art,17479019,MOT
mimine,mimine,NOUN,NOUN,obj,Gender=Fem|Number=Sing,17479019,MOT
!,!,PUNCT,PUNCT,punct,,17479019,MOT
tiens,tenir,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479029,MOT
xxx,xxx,ADJ,ADJ,amod,Number=Sing,17479029,MOT
.,.,PUNCT,PUNCT,punct,,17479029,MOT
allez,aller,VERB,VERB,ROOT,Mood=Imp|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin,17479041,MOT
xxx,xxx,VERB,VERB,xcomp,VerbForm=Inf,17479041,MOT
ma,mon,DET,DET,det,Gender=Fem|Number=Sing|Poss=Yes,17479041,MOT
main,main,NOUN,NOUN,obj,Gender=Fem|Number=Sing,17479041,MOT
!,!,PUNCT,PUNCT,punct,,17479041,MOT
mais,mais,CCONJ,CCONJ,ROOT,,17479053,MOT
!,!,PUNCT,PUNCT,punct,,17479053,MOT
ça,cela,PRON,PRON,nsubj,Number=Sing|Person=3,17479065,MOT
y,y,PRON,PRON,iobj,Person=3,17479065,MOT
est,être,AUX,AUX,aux:tense,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479065,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17479065,MOT
as,avoir,AUX,AUX,aux:tense,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17479065,MOT
tout,tout,ADV,ADV,advmod,,17479065,MOT
jeté,jeter,VERB,VERB,ROOT,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,17479065,MOT
?,?,PUNCT,PUNCT,punct,,17479065,MOT
yyy,yyy,AUX,AUX,expl:pass,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479076,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479076,CHI
.,.,PUNCT,PUNCT,punct,,17479076,CHI
oui,oui,NOUN,NOUN,ROOT,Gender=Masc|Number=Sing,17479087,MOT
!,!,PUNCT,PUNCT,punct,,17479087,MOT
xxx,xxx,ADJ,ADJ,ROOT,Number=Sing,17479098,CHI
.,.,PUNCT,PUNCT,ROOT,,17479098,CHI
mets,mettre,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479109,MOT
dedans,dedans,ADP,ADP,xcomp,,17479109,MOT
!,!,PUNCT,PUNCT,punct,,17479109,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479121,CHI
.,.,PUNCT,PUNCT,punct,,17479121,CHI
oui,oui,NOUN,NOUN,ROOT,Gender=Masc|Number=Sing,17479131,MOT
.,.,PUNCT,PUNCT,punct,,17479131,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17479142,CHI
.,.,PUNCT,PUNCT,punct,,17479142,CHI
oui,oui,NOUN,NOUN,ROOT,Gender=Masc|Number=Sing,17479154,MOT
!,!,PUNCT,PUNCT,punct,,17479154,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479168,CHI
.,.,PUNCT,PUNCT,punct,,17479168,CHI
xxx,xxx,ADJ,ADJ,amod,Number=Sing,17479178,MOT
orange,orange,NOUN,NOUN,ROOT,Gender=Masc|Number=Sing,17479178,MOT
!,!,PUNCT,PUNCT,ROOT,,17479178,MOT
mets,mettre,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479195,MOT
dedans,dedans,ADP,ADP,xcomp,,17479195,MOT
!,!,PUNCT,PUNCT,punct,,17479195,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17479206,MOT
.,.,PUNCT,PUNCT,punct,,17479206,MOT
on,on,PRON,PRON,nsubj,Number=Sing|Person=3,17479219,MOT
ferme,ferme,ADJ,ADJ,ROOT,Number=Sing,17479219,MOT
!,!,PUNCT,PUNCT,punct,,17479219,MOT
xxx,xxx,ADJ,ADJ,ROOT,Number=Sing,17479257,CHI
.,.,PUNCT,PUNCT,ROOT,,17479257,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479270,CHI
.,.,PUNCT,PUNCT,punct,,17479270,CHI
www,www,PRON,PRON,ROOT,Number=Sing,17479281,MOT
.,.,PUNCT,PUNCT,punct,,17479281,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17479290,MOT
.,.,PUNCT,PUNCT,punct,,17479290,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479301,CHI
.,.,PUNCT,PUNCT,punct,,17479301,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479313,CHI
.,.,PUNCT,PUNCT,punct,,17479313,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479328,CHI
.,.,PUNCT,PUNCT,punct,,17479328,CHI
ben,ben,ADV,ADV,ROOT,,17479337,MOT
alors,alors,ADV,ADV,advmod,,17479337,MOT
!,!,PUNCT,PUNCT,ROOT,,17479337,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479346,CHI
.,.,PUNCT,PUNCT,punct,,17479346,CHI
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17479362,MOT
as,avoir,AUX,AUX,aux:tense,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17479362,MOT
vu,voir,VERB,VERB,ROOT,Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part,17479362,MOT
y,y,PRON,PRON,expl:comp,Person=3,17479362,MOT
a,avoir,VERB,VERB,xcomp,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479362,MOT
le,le,DET,DET,det,Definite=Def|Gender=Masc|Number=Sing|PronType=Art,17479362,MOT
lapin,lapin,NOUN,NOUN,obj,Gender=Masc|Number=Sing,17479362,MOT
là,là,ADV,ADV,advmod,,17479362,MOT
!,!,PUNCT,PUNCT,punct,,17479362,MOT
hum,hum,NOUN,NOUN,ROOT,Gender=Fem|Number=Sing,17479378,MOT
.,.,PUNCT,PUNCT,punct,,17479378,MOT
là,là,ADV,ADV,advmod,,17479390,MOT
aussi,aussi,ADV,ADV,advmod,,17479390,MOT
y,y,PRON,PRON,expl:comp,Person=3,17479390,MOT
a,avoir,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479390,MOT
un,un,DET,DET,det,Definite=Ind|Gender=Masc|Number=Sing|PronType=Art,17479390,MOT
lapin,lapin,NOUN,NOUN,obj,Gender=Masc|Number=Sing,17479390,MOT
.,.,PUNCT,PUNCT,punct,,17479390,MOT
c',ce,PRON,PRON,nsubj,Number=Sing|Person=3,17479404,MOT
est,être,AUX,AUX,cop,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479404,MOT
le,le,DET,DET,det,Definite=Def|Gender=Masc|Number=Sing|PronType=Art,17479404,MOT
lapin,lapin,NOUN,NOUN,ROOT,Gender=Masc|Number=Sing,17479404,MOT
des,de,ADP,ADP,case,Definite=Def|Number=Plur|PronType=Art,17479404,MOT
Télétubbies,télétubbie,NOUN,NOUN,nmod,Gender=Masc|Number=Plur,17479404,MOT
!,!,PUNCT,PUNCT,punct,,17479404,MOT
non,non,ADV,ADV,advmod,,17479417,MOT
non,non,ADV,ADV,advmod,,17479417,MOT
non,non,ADV,ADV,fixed,,17479417,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=3,17479417,MOT
lui,lui,PRON,PRON,case,Number=Sing|Person=3,17479417,MOT
manges,mange,NOUN,NOUN,ROOT,Gender=Masc|Number=Plur,17479417,MOT
pas,pas,ADV,ADV,advmod,Polarity=Neg,17479417,MOT
.,.,PUNCT,PUNCT,ROOT,,17479417,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479438,CHI
.,.,PUNCT,PUNCT,punct,,17479438,CHI
mhm,mhm,ADJ,ADJ,ROOT,Number=Plur,17479452,MOT
qu',qu',PRON,PRON,obj,PronType=Rel,17479452,MOT
est,être,AUX,AUX,cop,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479452,MOT
-ce,-ce,PRON,PRON,nsubj,Number=Sing|Person=3,17479452,MOT
tu,tu,PRON,PRON,advmod,Number=Sing|Person=1,17479452,MOT
fais,faire,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17479452,MOT
?,?,PUNCT,PUNCT,punct,,17479452,MOT
yyy,yyy,AUX,AUX,expl:pass,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479469,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479469,CHI
.,.,PUNCT,PUNCT,punct,,17479469,CHI
mhm,mhm,ADJ,ADJ,ROOT,Number=Plur,17479481,MOT
.,.,PUNCT,PUNCT,punct,,17479481,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479495,CHI
.,.,PUNCT,PUNCT,punct,,17479495,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479509,CHI
.,.,PUNCT,PUNCT,punct,,17479509,CHI
non,non,ADV,ADV,advmod,,17479524,MOT
xxx,xxx,ADJ,ADJ,ROOT,Number=Sing,17479524,MOT
pas,pas,ADV,ADV,advmod,Polarity=Neg,17479524,MOT
à,à,ADP,ADP,case,,17479524,MOT
la,le,DET,DET,det,Definite=Def|Gender=Fem|Number=Sing|PronType=Art,17479524,MOT
bouche,bouche,NOUN,NOUN,obl:arg,Gender=Fem|Number=Sing,17479524,MOT
.,.,PUNCT,PUNCT,ROOT,,17479524,MOT
mais,mais,CCONJ,CCONJ,ROOT,,17479541,MOT
!,!,PUNCT,PUNCT,punct,,17479541,MOT
xxx,xxx,ADJ,ADJ,nsubj,Gender=Masc|Number=Sing,17479555,MOT
fais,faire,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479555,MOT
pas,pas,ADV,ADV,advmod,Polarity=Neg,17479555,MOT
exprès,exprès,ADV,ADV,advmod,,17479555,MOT
!,!,PUNCT,PUNCT,punct,,17479555,MOT
non,non,ADV,ADV,advmod,,17479569,MOT
non,non,ADV,ADV,advmod,,17479569,MOT
non,non,ADV,ADV,ROOT,,17479569,MOT
non,non,ADV,ADV,fixed,,17479569,MOT
!,!,PUNCT,PUNCT,ROOT,,17479569,MOT
non,non,ADV,ADV,ROOT,,17479579,MOT
!,!,PUNCT,PUNCT,punct,,17479579,MOT
non,non,ADV,ADV,ROOT,,17479591,MOT
!,!,PUNCT,PUNCT,punct,,17479591,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479606,CHI
.,.,PUNCT,PUNCT,punct,,17479606,CHI
mais,mais,CCONJ,CCONJ,cc,,17479621,MOT
.,.,PUNCT,PUNCT,ROOT,,17479621,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17479631,CHI
.,.,PUNCT,PUNCT,punct,,17479631,CHI
non,non,ADV,ADV,ROOT,,17479645,MOT
!,!,PUNCT,PUNCT,punct,,17479645,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17479665,CHI
.,.,PUNCT,PUNCT,punct,,17479665,CHI
non,non,ADV,ADV,ROOT,,17479676,MOT
!,!,PUNCT,PUNCT,punct,,17479676,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17479689,CHI
.,.,PUNCT,PUNCT,punct,,17479689,CHI
non,non,ADV,ADV,ROOT,,17479704,MOT
!,!,PUNCT,PUNCT,punct,,17479704,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479717,CHI
.,.,PUNCT,PUNCT,punct,,17479717,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479733,CHI
.,.,PUNCT,PUNCT,punct,,17479733,CHI
donne,donne,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479750,MOT
!,!,PUNCT,PUNCT,punct,,17479750,MOT
donne,donne,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479762,MOT
!,!,PUNCT,PUNCT,punct,,17479762,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17479778,CHI
.,.,PUNCT,PUNCT,punct,,17479778,CHI
non,non,ADV,ADV,ROOT,,17479794,MOT
!,!,PUNCT,PUNCT,punct,,17479794,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479809,CHI
.,.,PUNCT,PUNCT,punct,,17479809,CHI
yyy,yyy,AUX,AUX,expl:pass,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479823,CHI
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479823,CHI
.,.,PUNCT,PUNCT,punct,,17479823,CHI
miammiam,miammiam,NOUN,NOUN,ROOT,Gender=Fem|Number=Sing,17479839,CHI
.,.,PUNCT,PUNCT,punct,,17479839,CHI
mhm,mhm,NOUN,NOUN,nsubj,Number=Plur,17479851,MOT
donne,donne,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479851,MOT
!,!,PUNCT,PUNCT,punct,,17479851,MOT
c',ce,PRON,PRON,nsubj,Number=Sing|Person=3,17479867,MOT
est,être,AUX,AUX,cop,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479867,MOT
pas,pas,ADV,ADV,advmod,Polarity=Neg,17479867,MOT
miammiam,miammiam,NOUN,NOUN,ROOT,Gender=Fem|Number=Sing,17479867,MOT
tu,tu,PRON,PRON,nsubj,Number=Sing|Person=1,17479867,MOT
donnes,donner,VERB,VERB,parataxis,Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin,17479867,MOT
.,.,PUNCT,PUNCT,punct,,17479867,MOT
ouais,ouai,NOUN,NOUN,ROOT,Gender=Masc|Number=Plur,17479879,MOT
!,!,PUNCT,PUNCT,punct,,17479879,MOT
yyy,yyy,VERB,VERB,ROOT,Mood=Sub|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479893,CHI
.,.,PUNCT,PUNCT,punct,,17479893,CHI
xxx,xxx,ADJ,ADJ,amod,Number=Sing,17479906,MOT
peigne,peigne,NOUN,NOUN,dep,Gender=Masc|Number=Sing,17479906,MOT
toi,toi,PRON,PRON,nsubj,Number=Sing|Person=1,17479906,MOT
peigne,peindre,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479906,MOT
toi,toi,PRON,PRON,dep,Number=Sing|Person=1,17479906,MOT
!,!,PUNCT,PUNCT,punct,,17479906,MOT
www,www,PRON,PRON,ROOT,Number=Sing,17479926,MOT
.,.,PUNCT,PUNCT,punct,,17479926,MOT
hop,hop,X,X,ROOT,,17479938,MOT
!,!,PUNCT,PUNCT,punct,,17479938,MOT
regarde,regarde,VERB,VERB,ROOT,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin,17479951,MOT
la,le,DET,DET,det,Definite=Def|Gender=Fem|Number=Sing|PronType=Art,17479951,MOT
voiture,voiture,NOUN,NOUN,obj,Gender=Fem|Number=Sing,17479951,MOT
!,!,PUNCT,PUNCT,punct,,17479951,MOT
oh,oh,PRON,PRON,iobj,Number=Sing|Person=1,17479965,MOT
